Education Level,Years of Experience,Location,Industry,Job Title,Job Type,Salary
PhD,34,Suburban,Finance,Web Developer,Onsite,99561.68
High School,2,Urban,Finance,Accountant,Remote,40905.73
Master's Degree,21,Rural,Education,Data Analyst,Onsite,76411.36
Master's Degree,7,Rural,Finance,Web Developer,Remote,53477.64
Master's Degree,11,Urban,Tech,Financial Analyst,Hybrid,65864.52
Master's Degree,19,Suburban,Education,Professor,Hybrid,66846.34
Bachelor's Degree,23,Urban,Tech,Professor,Hybrid,70904.06
Master's Degree,29,Rural,Tech,UX Designer,Hybrid,85604.97
Master's Degree,30,Rural,Healthcare,Data Analyst,Remote,85998.69
High School,14,Suburban,Finance,Web Developer,Hybrid,59140.26
High School,37,Rural,Healthcare,Professor,Onsite,84264.6
Master's Degree,35,Suburban,Finance,Web Developer,Onsite,86851.66
Bachelor's Degree,31,Suburban,Healthcare,UX Designer,Remote,87152.3
PhD,20,Suburban,Finance,Medical Assistant,Onsite,67214.38
High School,35,Rural,Finance,Financial Analyst,Onsite,84402.6
PhD,36,Suburban,Finance,Accountant,Remote,105453.5
Bachelor's Degree,10,Suburban,Education,System Administrator,Remote,55698.76
PhD,6,Urban,Healthcare,Accountant,Remote,53739.35
Master's Degree,10,Urban,Tech,Financial Analyst,Onsite,57360.69
Master's Degree,23,Urban,Education,Web Developer,Remote,91073.66
PhD,16,Urban,Finance,Software Engineer,Hybrid,71749.15
High School,17,Urban,Healthcare,Others,Hybrid,64827.15
PhD,11,Urban,Education,Web Developer,Remote,74271.41
High School,25,Urban,Finance,Medical Assistant,Hybrid,76348.91
Master's Degree,8,Urban,Finance,Accountant,Hybrid,48356.06
PhD,27,Urban,Healthcare,Project Manager,Remote,92874.74
PhD,1,Rural,Healthcare,Others,Onsite,53150.28
Master's Degree,24,Rural,Healthcare,Professor,Onsite,71562.92
PhD,36,Suburban,Education,Accountant,Onsite,97801.85
High School,20,Urban,Finance,HR Manager,Onsite,60883.76
Master's Degree,30,Urban,Education,Data Analyst,Remote,91635.05
High School,21,Rural,Tech,Web Developer,Hybrid,58875.82
High School,17,Suburban,Education,System Administrator,Remote,61525.67
Master's Degree,21,Rural,Tech,Medical Assistant,Onsite,70098.59
PhD,5,Rural,Healthcare,Data Analyst,Remote,51328.31
PhD,16,Rural,Education,Data Analyst,Onsite,65544.73
PhD,22,Suburban,Tech,HR Manager,Remote,77805.07
Bachelor's Degree,37,Rural,Healthcare,HR Manager,Remote,88098.66
High School,4,Urban,Finance,Medical Assistant,Hybrid,44522.74
PhD,6,Rural,Education,System Administrator,Onsite,57589.24
High School,2,Suburban,Tech,System Administrator,Remote,34488.25
Master's Degree,16,Suburban,Healthcare,Financial Analyst,Remote,71208.16
Master's Degree,37,Urban,Finance,Data Analyst,Hybrid,95608.3
Master's Degree,2,Urban,Education,Professor,Remote,50432.09
Bachelor's Degree,36,Suburban,Education,Project Manager,Remote,81101.06
High School,2,Urban,Education,Project Manager,Onsite,34715.82
Master's Degree,20,Urban,Healthcare,Software Engineer,Hybrid,79740.37
High School,0,Rural,Tech,System Administrator,Hybrid,29659.89
High School,36,Suburban,Finance,Web Developer,Hybrid,90010.36
Bachelor's Degree,15,Suburban,Tech,Professor,Hybrid,57030.5
Master's Degree,5,Suburban,Education,Software Engineer,Hybrid,50442.18
Bachelor's Degree,9,Rural,Education,Project Manager,Hybrid,50687.53
PhD,22,Rural,Education,Financial Analyst,Remote,83240.03
Bachelor's Degree,40,Rural,Education,Data Analyst,Hybrid,98019.3
PhD,34,Suburban,Tech,UX Designer,Remote,92754.15
PhD,3,Urban,Finance,Others,Hybrid,49751.85
Master's Degree,7,Suburban,Education,Software Engineer,Remote,52523.35
Bachelor's Degree,13,Suburban,Healthcare,Data Analyst,Remote,56374.01
Bachelor's Degree,35,Urban,Healthcare,Accountant,Remote,88430.93
PhD,10,Urban,Education,Accountant,Onsite,62902.34
PhD,10,Suburban,Healthcare,UX Designer,Hybrid,58939.23
PhD,29,Suburban,Tech,Professor,Remote,86694.97
PhD,8,Suburban,Tech,HR Manager,Onsite,59016.36
Bachelor's Degree,29,Suburban,Healthcare,UX Designer,Hybrid,81051.6
Bachelor's Degree,10,Rural,Education,Others,Remote,56987.4
High School,30,Urban,Education,Medical Assistant,Remote,71483.29
Bachelor's Degree,32,Rural,Tech,Financial Analyst,Onsite,78901.42
PhD,37,Suburban,Healthcare,UX Designer,Remote,105181.31
High School,11,Urban,Healthcare,Web Developer,Hybrid,43022.89
High School,23,Urban,Finance,Data Analyst,Onsite,62498.63
PhD,21,Rural,Finance,UX Designer,Remote,80876.98
PhD,29,Suburban,Tech,Financial Analyst,Hybrid,93068.56
PhD,39,Urban,Tech,HR Manager,Onsite,107650.71
PhD,19,Urban,Healthcare,Project Manager,Hybrid,78042.68
Bachelor's Degree,32,Rural,Healthcare,Data Analyst,Hybrid,81615.71
High School,0,Suburban,Finance,Data Analyst,Remote,34788.17
Bachelor's Degree,1,Urban,Healthcare,Web Developer,Hybrid,38934.88
Master's Degree,23,Rural,Finance,Web Developer,Onsite,73410.03
Master's Degree,21,Suburban,Education,Data Analyst,Onsite,69320.71
Master's Degree,11,Suburban,Healthcare,System Administrator,Hybrid,58821.6
High School,35,Suburban,Healthcare,Data Analyst,Hybrid,82620.54
Bachelor's Degree,29,Urban,Tech,Software Engineer,Remote,82062.55
Bachelor's Degree,19,Urban,Healthcare,Accountant,Onsite,65973.48
High School,10,Urban,Finance,Data Analyst,Hybrid,48624.61
High School,16,Suburban,Finance,UX Designer,Onsite,55162.13
PhD,33,Urban,Tech,UX Designer,Remote,99255.02
PhD,24,Rural,Healthcare,Data Analyst,Onsite,83297.54
Bachelor's Degree,4,Suburban,Finance,Data Analyst,Hybrid,50800.04
Bachelor's Degree,17,Urban,Tech,System Administrator,Hybrid,57686.13
PhD,18,Suburban,Education,UX Designer,Onsite,71096.39
High School,29,Urban,Education,Others,Onsite,82969.64
Bachelor's Degree,15,Rural,Tech,System Administrator,Onsite,55846.71
High School,16,Urban,Finance,Project Manager,Onsite,59592.98
Master's Degree,34,Urban,Finance,Data Analyst,Hybrid,92200.71
PhD,38,Urban,Finance,Financial Analyst,Hybrid,112534.11
High School,27,Rural,Healthcare,Software Engineer,Onsite,66220.19
PhD,3,Urban,Finance,Medical Assistant,Onsite,44487.62
PhD,34,Rural,Tech,Others,Hybrid,103642.11
High School,9,Urban,Finance,HR Manager,Remote,46261.26
PhD,22,Rural,Healthcare,Web Developer,Remote,71596.64
Master's Degree,8,Suburban,Education,Web Developer,Hybrid,43203.25
High School,31,Urban,Finance,UX Designer,Hybrid,80920.64
Bachelor's Degree,10,Suburban,Healthcare,Data Analyst,Remote,43661.41
PhD,27,Urban,Education,Others,Remote,80559.23
Bachelor's Degree,35,Rural,Education,Accountant,Hybrid,85852.61
High School,33,Rural,Tech,Web Developer,Onsite,82667.33
Master's Degree,35,Urban,Education,HR Manager,Onsite,91161.58
PhD,2,Suburban,Tech,Professor,Onsite,50671.51
PhD,4,Rural,Tech,Project Manager,Remote,45693.98
Master's Degree,20,Urban,Education,Project Manager,Onsite,79749.09
Bachelor's Degree,4,Urban,Tech,Web Developer,Remote,44262.3
PhD,21,Urban,Education,System Administrator,Remote,83693.87
Bachelor's Degree,17,Suburban,Education,Data Analyst,Remote,58525.85
PhD,22,Urban,Tech,Accountant,Remote,81871.13
PhD,38,Urban,Education,Medical Assistant,Remote,104499.24
PhD,3,Urban,Healthcare,UX Designer,Hybrid,54160.11
Master's Degree,25,Suburban,Education,Others,Onsite,74217.54
Bachelor's Degree,12,Urban,Education,Medical Assistant,Hybrid,50558.75
PhD,11,Rural,Finance,Data Analyst,Remote,64408.31
PhD,28,Rural,Education,Software Engineer,Onsite,86412.95
Master's Degree,39,Rural,Finance,Software Engineer,Hybrid,99998.97
Master's Degree,28,Suburban,Finance,Professor,Onsite,73721.8
High School,16,Urban,Tech,Others,Hybrid,61027.79
High School,9,Rural,Finance,Others,Onsite,58837.51
Bachelor's Degree,28,Urban,Finance,Data Analyst,Hybrid,81895.31
Master's Degree,15,Suburban,Healthcare,Software Engineer,Onsite,64835.45
PhD,19,Urban,Tech,System Administrator,Hybrid,69694.72
PhD,35,Rural,Tech,Professor,Onsite,106721.77
High School,20,Rural,Education,System Administrator,Onsite,61812.58
Bachelor's Degree,11,Suburban,Healthcare,Others,Remote,60119.49
High School,4,Rural,Healthcare,Medical Assistant,Remote,43616.66
PhD,0,Suburban,Healthcare,Software Engineer,Remote,50311.98
PhD,25,Rural,Finance,Others,Remote,80638.37
Bachelor's Degree,22,Rural,Tech,Project Manager,Onsite,66092.54
Bachelor's Degree,10,Urban,Healthcare,Others,Remote,58227.99
Master's Degree,7,Urban,Tech,Software Engineer,Onsite,56019.82
PhD,27,Suburban,Tech,Software Engineer,Hybrid,80042.64
Bachelor's Degree,15,Urban,Education,Professor,Hybrid,57868.66
Master's Degree,22,Rural,Education,Medical Assistant,Onsite,73862.81
High School,32,Suburban,Healthcare,Professor,Onsite,92229.39
Bachelor's Degree,14,Urban,Education,HR Manager,Remote,56453.12
High School,28,Suburban,Tech,Data Analyst,Hybrid,75058.71
Bachelor's Degree,5,Urban,Healthcare,Accountant,Hybrid,38336.47
High School,8,Urban,Tech,HR Manager,Onsite,47344.42
Master's Degree,3,Rural,Healthcare,Software Engineer,Onsite,43548.18
Master's Degree,32,Urban,Healthcare,Medical Assistant,Hybrid,89381.77
Master's Degree,10,Suburban,Tech,Accountant,Remote,60921.82
High School,38,Rural,Tech,Web Developer,Onsite,82193.42
Master's Degree,5,Suburban,Education,Medical Assistant,Remote,55966.23
Bachelor's Degree,0,Rural,Tech,Project Manager,Onsite,34269.97
Master's Degree,23,Urban,Tech,Others,Hybrid,79634.72
High School,9,Urban,Tech,Software Engineer,Remote,52237.01
Master's Degree,3,Suburban,Tech,Others,Hybrid,44702.61
PhD,33,Rural,Education,Financial Analyst,Remote,101305.87
High School,24,Rural,Education,UX Designer,Hybrid,64062.56
PhD,35,Rural,Healthcare,Data Analyst,Onsite,96264.14
PhD,17,Suburban,Healthcare,Project Manager,Hybrid,69697.9
PhD,14,Suburban,Education,Others,Remote,79769.78
PhD,6,Rural,Healthcare,Web Developer,Remote,58268.42
High School,25,Suburban,Tech,Data Analyst,Onsite,60926.26
PhD,5,Suburban,Finance,Project Manager,Hybrid,37788.73
Bachelor's Degree,21,Urban,Education,Project Manager,Remote,64365.86
High School,9,Rural,Tech,Financial Analyst,Hybrid,41785.77
Master's Degree,3,Rural,Finance,Software Engineer,Hybrid,38442.06
Bachelor's Degree,34,Suburban,Healthcare,Software Engineer,Onsite,90785.12
Bachelor's Degree,7,Suburban,Finance,Web Developer,Remote,48477.38
Bachelor's Degree,20,Suburban,Education,HR Manager,Hybrid,59730.3
PhD,37,Suburban,Finance,Accountant,Onsite,104133.86
High School,5,Urban,Healthcare,Accountant,Remote,49380.99
High School,13,Urban,Tech,Software Engineer,Onsite,47915.23
High School,30,Rural,Education,Data Analyst,Remote,73843.56
High School,3,Suburban,Finance,Financial Analyst,Hybrid,32045.26
Master's Degree,30,Suburban,Healthcare,Web Developer,Hybrid,80147.92
PhD,4,Suburban,Healthcare,Professor,Remote,60002.45
High School,27,Suburban,Healthcare,Others,Hybrid,72425.28
Master's Degree,0,Suburban,Healthcare,System Administrator,Hybrid,26462.17
PhD,29,Suburban,Finance,Financial Analyst,Remote,92263.73
High School,35,Suburban,Finance,UX Designer,Hybrid,87252.2
PhD,38,Suburban,Healthcare,HR Manager,Remote,105933.92
PhD,28,Suburban,Education,Professor,Onsite,80516.96
High School,25,Urban,Finance,UX Designer,Hybrid,68372.78
Bachelor's Degree,19,Urban,Education,Financial Analyst,Onsite,63752.47
High School,6,Rural,Education,Others,Hybrid,44146.99
Master's Degree,34,Suburban,Education,Web Developer,Remote,91642.13
PhD,39,Rural,Healthcare,Accountant,Remote,98610.97
High School,33,Rural,Healthcare,Software Engineer,Onsite,89487.5
Master's Degree,13,Suburban,Healthcare,System Administrator,Remote,66531.8
Master's Degree,15,Suburban,Finance,System Administrator,Onsite,59277.43
High School,32,Urban,Tech,Data Analyst,Hybrid,77018.38
High School,25,Suburban,Education,System Administrator,Hybrid,70143.17
PhD,19,Urban,Finance,Financial Analyst,Remote,80656.42
PhD,29,Suburban,Finance,Accountant,Onsite,82629.29
Bachelor's Degree,14,Suburban,Finance,Data Analyst,Remote,61801.57
Bachelor's Degree,30,Suburban,Tech,Accountant,Remote,89411.57
Bachelor's Degree,33,Suburban,Tech,HR Manager,Onsite,92895.12
High School,0,Urban,Finance,Web Developer,Remote,23279.61
High School,0,Urban,Finance,Project Manager,Remote,29537.66
PhD,35,Urban,Education,System Administrator,Remote,108502.47
Master's Degree,26,Urban,Education,Professor,Remote,84850.31
PhD,33,Rural,Education,Data Analyst,Hybrid,88418.65
PhD,28,Urban,Education,Medical Assistant,Onsite,80169.05
PhD,3,Suburban,Tech,Software Engineer,Hybrid,50994.05
PhD,10,Urban,Education,Web Developer,Remote,63791.61
Bachelor's Degree,27,Suburban,Finance,Financial Analyst,Remote,80237.59
Bachelor's Degree,33,Urban,Tech,System Administrator,Remote,89145.19
Bachelor's Degree,37,Urban,Healthcare,Financial Analyst,Onsite,96822.99
High School,39,Rural,Finance,Medical Assistant,Onsite,88225.58
High School,38,Suburban,Education,Accountant,Onsite,86733.42
Master's Degree,1,Suburban,Tech,Accountant,Hybrid,37221.4
PhD,31,Rural,Finance,Project Manager,Remote,96504.19
PhD,22,Rural,Tech,Others,Onsite,77430.1
High School,39,Urban,Healthcare,Data Analyst,Hybrid,90444.0
Master's Degree,14,Urban,Tech,Accountant,Onsite,66999.55
PhD,10,Urban,Tech,Others,Remote,67670.64
Master's Degree,15,Urban,Healthcare,Project Manager,Onsite,67183.34
Bachelor's Degree,39,Urban,Tech,Software Engineer,Remote,102574.11
PhD,28,Urban,Education,Accountant,Hybrid,88321.99
Bachelor's Degree,9,Urban,Tech,Medical Assistant,Hybrid,54429.96
Master's Degree,2,Urban,Finance,HR Manager,Hybrid,49216.53
Bachelor's Degree,10,Rural,Healthcare,Project Manager,Onsite,45503.16
Master's Degree,0,Rural,Tech,UX Designer,Onsite,38146.1
Bachelor's Degree,17,Rural,Healthcare,Software Engineer,Hybrid,59880.91
Bachelor's Degree,12,Suburban,Education,Others,Hybrid,56217.5
Bachelor's Degree,16,Urban,Healthcare,Project Manager,Onsite,62280.54
High School,8,Urban,Tech,UX Designer,Remote,50406.71
Master's Degree,15,Urban,Finance,Professor,Hybrid,53785.28
Bachelor's Degree,37,Urban,Education,Financial Analyst,Hybrid,82838.14
Bachelor's Degree,19,Rural,Healthcare,UX Designer,Hybrid,61851.01
PhD,16,Rural,Finance,Software Engineer,Hybrid,67783.37
PhD,24,Suburban,Finance,Professor,Remote,85785.25
PhD,22,Urban,Healthcare,Accountant,Onsite,86561.75
PhD,36,Urban,Finance,Accountant,Hybrid,93088.37
PhD,30,Rural,Finance,Software Engineer,Hybrid,88342.66
PhD,12,Urban,Education,Data Analyst,Remote,72041.57
Bachelor's Degree,1,Rural,Healthcare,Financial Analyst,Hybrid,42991.67
High School,12,Urban,Healthcare,Financial Analyst,Hybrid,44562.61
Master's Degree,7,Suburban,Healthcare,System Administrator,Remote,48382.58
Bachelor's Degree,29,Rural,Tech,UX Designer,Hybrid,85608.73
PhD,22,Rural,Healthcare,Financial Analyst,Hybrid,82834.59
High School,8,Suburban,Tech,Project Manager,Hybrid,38384.63
High School,35,Urban,Finance,HR Manager,Remote,90396.88
High School,17,Rural,Healthcare,Software Engineer,Remote,62906.6
PhD,14,Suburban,Education,Project Manager,Hybrid,67252.57
High School,19,Urban,Healthcare,Data Analyst,Hybrid,57184.54
PhD,35,Urban,Education,Web Developer,Hybrid,103501.62
PhD,27,Suburban,Healthcare,Software Engineer,Remote,96631.75
High School,8,Rural,Education,Data Analyst,Hybrid,32263.3
Master's Degree,14,Urban,Finance,Software Engineer,Onsite,62553.32
High School,16,Urban,Healthcare,Web Developer,Remote,51465.39
High School,6,Rural,Tech,Project Manager,Hybrid,39731.07
Bachelor's Degree,3,Suburban,Tech,Web Developer,Onsite,43952.74
Master's Degree,39,Urban,Healthcare,Medical Assistant,Remote,108024.24
Bachelor's Degree,23,Urban,Education,UX Designer,Onsite,77052.56
Master's Degree,17,Rural,Tech,Project Manager,Remote,71518.63
High School,24,Urban,Finance,Web Developer,Remote,68691.27
High School,9,Suburban,Education,HR Manager,Hybrid,36979.98
Master's Degree,13,Urban,Healthcare,Financial Analyst,Hybrid,56371.99
High School,0,Rural,Education,HR Manager,Hybrid,28974.55
Bachelor's Degree,29,Suburban,Finance,Medical Assistant,Hybrid,87693.64
Bachelor's Degree,30,Urban,Tech,HR Manager,Onsite,83597.18
PhD,20,Suburban,Education,Financial Analyst,Hybrid,75151.56
Master's Degree,4,Suburban,Finance,Accountant,Onsite,47910.48
High School,27,Rural,Finance,Medical Assistant,Remote,73057.68
High School,10,Rural,Tech,Medical Assistant,Hybrid,51125.5
PhD,3,Urban,Finance,System Administrator,Onsite,47085.11
PhD,35,Rural,Healthcare,Accountant,Remote,108972.36
Master's Degree,27,Urban,Education,Data Analyst,Onsite,84946.17
Master's Degree,11,Urban,Healthcare,Software Engineer,Remote,63859.35
High School,7,Suburban,Healthcare,HR Manager,Hybrid,39048.74
High School,2,Rural,Education,UX Designer,Hybrid,21826.03
High School,19,Suburban,Finance,Data Analyst,Remote,58719.18
Master's Degree,8,Rural,Finance,Software Engineer,Remote,55743.8
High School,36,Suburban,Healthcare,UX Designer,Remote,90391.64
PhD,15,Suburban,Healthcare,HR Manager,Hybrid,65429.52
Bachelor's Degree,31,Suburban,Education,HR Manager,Onsite,79992.89
Master's Degree,37,Urban,Tech,Medical Assistant,Hybrid,95351.4
PhD,23,Rural,Finance,HR Manager,Onsite,74758.77
Bachelor's Degree,40,Urban,Healthcare,Medical Assistant,Hybrid,98316.84
PhD,32,Rural,Healthcare,Project Manager,Hybrid,83406.83
Master's Degree,21,Suburban,Healthcare,HR Manager,Remote,66542.51
PhD,8,Suburban,Tech,Others,Hybrid,58840.61
PhD,16,Rural,Education,Accountant,Hybrid,81677.4
Master's Degree,9,Rural,Finance,Medical Assistant,Remote,57010.11
Master's Degree,40,Suburban,Healthcare,Professor,Remote,108147.49
Master's Degree,39,Rural,Finance,Data Analyst,Hybrid,97498.92
High School,14,Urban,Finance,Data Analyst,Onsite,56417.07
Bachelor's Degree,30,Rural,Finance,Accountant,Hybrid,81205.22
Bachelor's Degree,30,Urban,Healthcare,System Administrator,Remote,88019.59
PhD,34,Rural,Healthcare,UX Designer,Remote,105420.4
High School,7,Suburban,Healthcare,Financial Analyst,Onsite,39649.14
PhD,24,Suburban,Healthcare,Web Developer,Hybrid,85073.02
High School,19,Rural,Finance,Web Developer,Hybrid,56895.73
Master's Degree,11,Rural,Tech,System Administrator,Hybrid,52615.69
High School,29,Suburban,Tech,Medical Assistant,Hybrid,72258.74
PhD,6,Rural,Finance,Data Analyst,Hybrid,50854.0
Master's Degree,31,Urban,Healthcare,HR Manager,Hybrid,81301.47
Master's Degree,16,Suburban,Education,Data Analyst,Onsite,65552.08
High School,31,Urban,Healthcare,UX Designer,Onsite,77733.59
Bachelor's Degree,30,Rural,Healthcare,Software Engineer,Remote,89136.22
High School,21,Rural,Finance,HR Manager,Hybrid,69165.08
Master's Degree,11,Suburban,Education,Financial Analyst,Hybrid,54408.4
Bachelor's Degree,15,Urban,Tech,Project Manager,Onsite,58064.35
Bachelor's Degree,32,Suburban,Finance,Medical Assistant,Hybrid,90052.94
PhD,22,Urban,Education,HR Manager,Hybrid,73622.51
PhD,35,Urban,Healthcare,Project Manager,Remote,103512.45
PhD,0,Urban,Education,Web Developer,Remote,49077.93
Master's Degree,30,Suburban,Tech,Web Developer,Remote,87017.63
PhD,23,Urban,Healthcare,Financial Analyst,Onsite,74074.25
Master's Degree,9,Urban,Tech,Others,Hybrid,53945.44
Bachelor's Degree,38,Urban,Education,Professor,Hybrid,108672.75
Master's Degree,36,Urban,Education,Others,Hybrid,91697.52
Bachelor's Degree,13,Urban,Education,Professor,Hybrid,56443.94
PhD,38,Urban,Finance,Project Manager,Onsite,103213.82
PhD,26,Rural,Finance,Others,Hybrid,83705.37
PhD,25,Urban,Tech,Professor,Remote,85029.65
High School,28,Rural,Tech,Data Analyst,Onsite,78205.1
Master's Degree,32,Urban,Tech,Web Developer,Onsite,95866.15
High School,4,Urban,Tech,UX Designer,Hybrid,38004.38
Bachelor's Degree,30,Rural,Education,UX Designer,Remote,90001.5
